Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Spain,Female,YES,NO,28368.37,NO
France,Female,YES,NO,103898.59,NO
France,Female,YES,NO,63239.65,NO
Germany,Female,YES,YES,170138.68,YES
France,Female,NO,YES,3837.08,NO
France,Female,YES,YES,92977.75,NO
Germany,Male,YES,NO,191368.37,NO
Germany,Male,YES,NO,104889.2,YES
France,Male,NO,NO,60285.3,NO
Germany,Male,YES,YES,180693.61,NO
Spain,Male,YES,NO,126475.79,NO
Spain,Male,NO,NO,133535.99,NO
Spain,Male,YES,YES,87412.24,YES
France,Male,YES,YES,164886.64,NO
France,Female,YES,NO,116238.39,NO
Germany,Male,YES,YES,138051.19,NO
France,Male,YES,YES,101617.64,YES
Germany,Female,YES,NO,1985.41,NO
France,Male,NO,NO,165626.6,NO
Germany,Male,YES,NO,177784.68,YES
France,Female,YES,YES,65765.22,NO
France,Female,YES,YES,50759.8,NO
France,Male,YES,NO,163216.48,NO
Spain,Female,YES,YES,74850.93,NO
Germany,Female,YES,YES,23491.09,NO
Spain,Male,YES,NO,134272.57,NO
Germany,Male,YES,NO,155721.15,NO
Germany,Male,YES,NO,147230.77,YES
France,Female,YES,YES,133210.44,NO
France,Female,YES,YES,18986.12,NO
France,Female,YES,YES,100507.81,NO
France,Female,YES,NO,59346.4,YES
France,Male,YES,YES,95372.64,NO
France,Male,YES,YES,31805.49,NO
France,Male,YES,YES,51959.82,NO
France,Female,NO,YES,130824.57,NO
Spain,Male,NO,NO,157694.76,YES
Spain,Male,YES,YES,933.38,NO
Spain,Male,NO,YES,2560.11,NO
Spain,Male,YES,YES,12905.89,YES
Spain,Female,YES,NO,176692.87,NO
France,Male,YES,YES,102908.63,NO
Spain,Male,NO,YES,41291.05,NO
Spain,Male,YES,NO,119127.06,NO
France,Female,NO,YES,126434.61,NO
Spain,Male,NO,NO,103901.35,NO
France,Male,YES,YES,85153.0,NO
Germany,Female,YES,NO,12493.61,NO
France,Female,YES,YES,167336.78,NO
Spain,Female,NO,YES,186180.42,NO
Spain,Female,YES,NO,88566.9,YES
France,Male,NO,NO,172526.9,YES
Spain,Male,NO,NO,137985.69,NO
France,Male,YES,NO,19793.73,YES
Spain,Female,YES,YES,107874.39,NO
France,Female,NO,NO,171995.34,NO
Germany,Male,YES,NO,61829.89,NO
Spain,Male,YES,YES,31728.35,NO
France,Female,NO,NO,155221.05,YES
France,Male,NO,NO,130866.95,NO
Germany,Female,YES,YES,62199.78,YES
France,Female,YES,NO,24255.21,NO
Germany,Male,YES,NO,64679.07,NO
Germany,Female,YES,NO,88120.78,YES
Spain,Male,YES,YES,66463.62,NO
Germany,Female,YES,NO,15142.1,YES
Germany,Female,YES,NO,102908.91,NO
France,Female,NO,NO,48170.57,NO
France,Female,YES,YES,11597.69,NO
Spain,Female,YES,NO,172450.04,YES
Spain,Male,NO,YES,184061.17,NO
Germany,Female,YES,YES,21038.58,YES
Germany,Male,YES,NO,109538.35,NO
Spain,Male,YES,NO,129192.55,NO
Germany,Male,YES,NO,146516.86,YES
Germany,Male,YES,NO,181430.91,NO
France,Female,NO,NO,121451.21,NO
Germany,Male,NO,YES,131712.51,NO
Germany,Male,YES,NO,53294.17,NO
Germany,Male,NO,NO,96546.55,NO
France,Male,YES,YES,184524.65,YES
Germany,Male,YES,NO,195259.31,YES
Germany,Female,YES,YES,172618.52,NO
Germany,Female,YES,YES,59259.44,NO
France,Male,NO,NO,25899.21,YES
France,Female,NO,NO,3749.0,YES
France,Male,YES,YES,101918.96,NO
France,Female,YES,YES,57802.62,NO
France,Male,NO,NO,142454.77,NO
France,Male,YES,NO,143829.54,NO
Germany,Male,NO,YES,44114.88,NO
Spain,Male,YES,YES,186948.35,NO
Germany,Male,NO,YES,173629.78,NO
Germany,Male,YES,YES,49133.45,NO
France,Male,NO,NO,178122.71,NO
France,Male,NO,NO,20893.61,NO
Spain,Male,YES,NO,41303.29,NO
Germany,Female,YES,YES,199808.1,YES
Germany,Male,NO,YES,180490.53,NO
France,Female,YES,YES,87400.53,NO
France,Male,YES,YES,73686.75,NO
France,Male,YES,YES,172497.73,NO
France,Male,YES,NO,89286.29,NO
Spain,Male,NO,YES,180082.7,NO
Germany,Female,YES,NO,22102.25,YES
France,Female,NO,YES,76068.95,NO
France,Female,YES,NO,32159.46,YES
France,Female,NO,NO,159557.28,YES
France,Male,YES,YES,107673.35,NO
France,Male,NO,YES,33607.72,NO
Germany,Female,YES,NO,141035.65,YES
Germany,Female,NO,YES,115719.08,NO
Germany,Male,YES,NO,86128.21,YES
France,Female,YES,NO,147668.64,NO
Spain,Male,YES,NO,177480.45,YES
Spain,Female,YES,YES,190937.09,NO
France,Male,YES,NO,84531.79,NO
Germany,Male,YES,YES,161133.4,NO
France,Female,YES,NO,185555.63,NO
Germany,Female,YES,NO,33075.24,NO
France,Female,YES,NO,39806.75,NO
France,Female,NO,YES,26389.92,NO
Spain,Male,YES,YES,12162.76,NO
Germany,Female,YES,YES,167237.94,NO
France,Female,YES,YES,52067.37,NO
Germany,Female,YES,NO,184006.36,YES
Spain,Female,YES,NO,582.59,YES
Spain,Male,YES,NO,143274.41,NO
France,Male,YES,YES,54474.48,YES
France,Male,YES,YES,121428.2,NO
France,Male,YES,YES,79704.12,NO
France,Female,YES,YES,41055.71,YES
France,Male,NO,NO,41590.4,NO
Germany,Female,NO,NO,54019.93,YES
Germany,Female,YES,NO,76053.07,NO
Germany,Male,YES,YES,184977.2,YES
Germany,Male,YES,NO,127678.95,YES
Spain,Male,YES,YES,1243.97,NO
Spain,Male,YES,YES,76326.67,NO
France,Male,YES,YES,145338.61,NO
Germany,Male,YES,YES,57751.21,NO
Spain,Female,NO,NO,138880.24,NO
France,Female,YES,YES,136120.29,NO
France,Male,YES,YES,167621.18,NO
Germany,Female,YES,NO,173276.62,NO
France,Female,YES,YES,99661.46,NO
France,Male,NO,NO,66333.56,YES
Germany,Female,YES,YES,70240.79,NO
France,Male,YES,YES,113553.42,NO
France,Female,NO,YES,690.84,NO
Spain,Male,YES,NO,98802.76,NO
France,Male,NO,YES,130661.95,NO
France,Male,NO,YES,116378.82,NO
France,Male,NO,YES,186052.15,NO
France,Female,NO,NO,100101.06,NO
France,Male,YES,YES,169952.82,NO
Germany,Female,YES,NO,61792.76,YES
Spain,Male,YES,YES,37973.13,NO
Germany,Female,YES,NO,188974.81,NO
Germany,Male,NO,YES,86334.64,NO
Spain,Male,YES,YES,152845.99,NO
Spain,Female,YES,YES,146652.11,NO
Spain,Female,YES,NO,45482.04,YES
Spain,Male,YES,NO,168816.73,YES
Spain,Male,YES,YES,59297.34,NO
Germany,Male,YES,NO,125848.88,NO
Spain,Female,NO,NO,76264.27,NO
France,Female,YES,NO,3939.87,NO
Spain,Female,YES,YES,15306.29,NO
Germany,Female,YES,NO,58214.79,NO
France,Male,NO,YES,35877.03,NO
France,Male,YES,NO,21254.06,NO
Germany,Male,YES,YES,24533.89,YES
Spain,Male,YES,NO,23531.5,NO
Spain,Male,YES,NO,89099.18,NO
Spain,Male,YES,YES,807.06,NO
Germany,Female,YES,YES,121592.5,NO
Spain,Female,YES,YES,4700.66,NO
France,Male,YES,NO,161909.95,NO
Germany,Male,NO,YES,90389.61,YES
Spain,Female,YES,NO,2919.21,YES
Spain,Male,YES,YES,99086.74,NO
Germany,Male,YES,NO,163170.32,NO
Spain,Male,YES,YES,72757.33,NO
France,Female,YES,NO,73286.8,NO
France,Male,NO,YES,146056.29,NO
Germany,Female,NO,NO,167673.37,NO
France,Female,YES,YES,146011.55,NO
France,Female,NO,YES,103381.47,NO
France,Male,YES,YES,83022.92,NO
France,Male,NO,YES,46041.08,NO
Spain,Male,NO,YES,182843.24,NO
Spain,Female,YES,YES,171364.18,NO
France,Female,YES,NO,183399.12,YES
Germany,Female,NO,YES,152883.95,NO
France,Female,YES,NO,50560.45,YES
Spain,Female,YES,NO,54702.66,NO
Germany,Female,YES,NO,78365.75,NO
France,Male,YES,NO,68666.63,NO
France,Male,YES,NO,151375.73,NO
France,Female,YES,YES,19959.67,NO
France,Male,YES,NO,26955.72,NO
France,Female,YES,YES,76267.59,NO
France,Male,YES,NO,100998.5,NO
Germany,Female,NO,YES,191070.01,NO
France,Male,NO,NO,176858.5,NO
France,Male,YES,YES,45325.26,NO
Spain,Female,YES,NO,190958.48,YES
France,Male,NO,YES,78896.59,NO
Spain,Male,YES,NO,121964.46,YES
Spain,Female,NO,YES,11144.4,NO
Spain,Female,YES,NO,144181.48,NO
Spain,Male,YES,YES,32757.55,NO
France,Female,YES,NO,80320.3,NO
Germany,Female,YES,NO,185830.72,NO
France,Male,YES,YES,160095.31,NO
Spain,Male,YES,YES,52198.84,NO
France,Female,YES,NO,31811.44,NO
Germany,Male,YES,YES,104181.78,NO
Spain,Male,YES,YES,67667.19,NO
Germany,Male,YES,YES,193974.47,NO
France,Male,YES,NO,198055.94,YES
Spain,Male,NO,YES,43249.67,NO
Germany,Female,YES,NO,55218.02,NO
France,Female,YES,NO,131305.37,YES
Germany,Male,YES,YES,43117.1,NO
Germany,Male,NO,YES,186655.11,NO
France,Female,NO,YES,33266.29,NO
France,Female,YES,YES,555.28,NO
France,Male,YES,NO,150944.31,YES
Germany,Male,YES,NO,72846.58,YES
Germany,Male,YES,YES,35279.74,NO
France,Male,YES,YES,2101.89,NO
France,Male,NO,NO,94949.84,NO
Spain,Female,YES,NO,99061.75,YES
Spain,Female,YES,NO,74692.06,NO
France,Female,YES,NO,116692.8,NO
France,Female,YES,NO,32824.15,NO
Germany,Female,YES,NO,139607.61,NO
Germany,Male,YES,YES,115525.13,NO
Germany,Male,YES,NO,20955.03,YES
Spain,Male,YES,NO,52341.15,NO
Spain,Female,YES,YES,159813.18,NO
Germany,Male,YES,NO,169935.46,YES
Spain,Male,YES,YES,146033.52,NO
Spain,Male,NO,YES,153122.73,NO
France,Male,YES,YES,60335.24,NO
Spain,Female,YES,YES,163757.29,NO
Spain,Male,NO,NO,156648.81,NO
Germany,Male,YES,YES,176471.78,YES
France,Male,YES,NO,5388.3,NO
France,Female,NO,YES,93332.64,YES
France,Male,NO,YES,71192.82,NO
Spain,Female,YES,YES,170309.19,NO
Spain,Male,YES,YES,109794.31,NO
France,Male,YES,YES,166310.82,NO
Germany,Female,YES,YES,126728.27,NO
Germany,Male,NO,NO,30338.94,NO
France,Female,YES,YES,37935.83,NO
France,Female,NO,NO,25329.48,NO
Germany,Female,NO,NO,49676.33,NO
France,Male,YES,YES,169498.61,NO
France,Male,YES,YES,26500.29,YES
Germany,Male,YES,YES,166458.41,NO
France,Female,YES,NO,181294.39,NO
Spain,Male,YES,YES,21768.21,NO
France,Male,NO,NO,72849.29,NO
France,Male,YES,NO,24499.97,NO
Spain,Male,NO,NO,98994.92,NO
Germany,Female,NO,YES,141446.01,NO
France,Male,YES,YES,77864.41,NO
France,Female,YES,NO,115115.32,NO
Spain,Male,NO,YES,168605.96,NO
France,Male,NO,NO,38550.4,NO
Germany,Female,YES,NO,160618.61,YES
France,Female,YES,NO,3701.63,NO
France,Male,YES,NO,88659.44,NO
Germany,Female,NO,YES,44273.91,NO
France,Female,NO,YES,156495.39,YES
Spain,Male,YES,NO,182988.94,NO
France,Male,YES,YES,175082.2,NO
Germany,Male,YES,NO,148811.14,NO
France,Male,YES,NO,85901.09,NO
Germany,Female,YES,NO,199255.32,NO
Spain,Female,NO,NO,107973.44,NO
Spain,Male,NO,YES,128028.6,NO
Germany,Female,YES,NO,104610.86,NO
France,Female,YES,YES,69676.55,NO
France,Female,NO,NO,35982.42,NO
Spain,Male,NO,YES,117939.17,NO
Spain,Male,YES,YES,95140.62,NO
France,Female,YES,NO,167682.57,NO
France,Male,YES,YES,56562.57,NO
France,Female,YES,NO,90305.97,NO
France,Male,NO,YES,109895.16,NO
Spain,Male,YES,NO,1843.24,NO
France,Female,YES,YES,102747.02,NO
France,Female,YES,NO,97465.89,NO
France,Male,NO,YES,105352.55,NO
France,Male,YES,NO,85801.77,NO
Spain,Male,YES,YES,69370.05,NO
Germany,Female,YES,NO,176945.96,NO
Germany,Female,NO,YES,21597.2,NO
Spain,Female,YES,NO,152039.67,NO
France,Male,YES,YES,111893.09,NO
France,Female,YES,NO,195074.62,NO
France,Female,NO,NO,15959.01,NO
Germany,Female,NO,NO,72628.84,YES
Germany,Female,NO,YES,64157.24,YES
Germany,Male,YES,YES,23860.5,NO
Germany,Male,YES,YES,85687.09,YES
France,Female,YES,NO,179451.42,NO
France,Male,YES,YES,93180.09,NO
France,Male,YES,NO,157097.09,NO
France,Male,YES,YES,80344.96,YES
France,Female,YES,NO,26080.54,YES
France,Male,YES,YES,31406.93,NO
France,Male,YES,YES,32044.64,NO
France,Female,YES,NO,132734.87,NO
Spain,Male,YES,NO,61602.42,NO
Germany,Male,YES,YES,41304.44,YES
France,Male,YES,NO,57962.41,NO
France,Male,YES,NO,42862.82,NO
France,Male,YES,YES,152992.04,NO
France,Female,YES,YES,91193.65,NO
France,Male,YES,YES,130132.41,NO
France,Female,NO,NO,88751.45,NO
France,Female,NO,NO,104118.93,NO
Spain,Female,NO,NO,42028.16,NO
Germany,Male,YES,NO,75632.78,NO
France,Male,YES,YES,53710.23,NO
France,Female,NO,YES,13066.3,NO
Spain,Female,YES,NO,152417.97,NO
France,Male,YES,YES,3299.01,NO
France,Male,YES,NO,198091.81,NO
France,Female,YES,YES,103934.12,NO
France,Female,YES,YES,70403.65,NO
Spain,Male,YES,NO,102179.86,NO
France,Male,YES,NO,30375.18,NO
Spain,Female,YES,NO,184796.84,NO
Spain,Male,NO,YES,166264.89,NO
Germany,Male,NO,YES,88391.97,NO
France,Male,YES,YES,115186.97,NO
France,Female,YES,YES,13935.53,YES
France,Male,YES,NO,83910.4,NO
Germany,Female,NO,NO,34712.34,YES
France,Male,YES,NO,13871.34,NO
Spain,Female,YES,YES,139494.75,NO
France,Female,NO,YES,140724.64,NO
Germany,Female,YES,NO,20682.46,NO
Spain,Female,YES,NO,124202.26,NO
France,Female,YES,NO,159638.77,NO
Germany,Female,YES,NO,171056.65,YES
Germany,Male,NO,YES,25333.03,YES
Spain,Female,YES,YES,29372.62,NO
Spain,Male,NO,YES,38533.79,NO
Spain,Female,YES,NO,156122.13,YES
Germany,Female,YES,YES,57904.22,YES
Germany,Male,YES,YES,31257.1,YES
France,Male,YES,NO,193214.05,NO
France,Female,YES,YES,137757.69,NO
Germany,Female,YES,NO,13308.2,YES
Spain,Female,YES,YES,132861.9,YES
Germany,Female,YES,NO,125083.29,NO
Spain,Male,YES,YES,12405.2,NO
Spain,Female,YES,NO,37697.29,NO
France,Male,YES,YES,105599.65,NO
Spain,Female,YES,NO,142783.98,YES
Spain,Female,NO,YES,168412.07,YES
Germany,Male,NO,YES,184036.47,NO
France,Female,NO,NO,48478.47,NO
France,Male,NO,YES,3896.08,NO
Germany,Male,YES,NO,132370.75,YES
Spain,Female,YES,YES,128260.86,YES
France,Male,YES,NO,106534.15,NO
France,Male,NO,YES,102515.42,NO
France,Male,YES,YES,83643.87,NO
Germany,Female,YES,NO,138906.85,YES
Germany,Male,YES,YES,29995.83,YES
France,Male,YES,NO,164081.42,NO
Germany,Female,NO,NO,187976.88,YES
Germany,Male,NO,NO,158171.36,NO
Spain,Male,NO,NO,155711.64,NO
Spain,Female,YES,NO,85890.75,YES
Germany,Female,YES,YES,83844.79,NO
France,Male,YES,NO,41777.9,YES
Spain,Male,YES,YES,81908.09,NO
Germany,Female,YES,YES,139377.24,YES
Spain,Male,NO,YES,73562.05,YES
Germany,Male,YES,YES,165786.1,NO
Germany,Male,YES,NO,174921.91,NO
Spain,Male,YES,YES,120790.02,NO
France,Female,YES,NO,56092.51,NO
France,Male,YES,YES,158816.03,NO
France,Female,NO,YES,125660.99,NO
France,Male,YES,NO,128400.62,NO
France,Male,YES,NO,107181.22,NO
France,Female,YES,NO,77203.72,YES
Spain,Male,YES,NO,129740.11,NO
France,Female,NO,YES,187604.97,YES
Germany,Male,YES,YES,184754.26,NO
Germany,Male,YES,NO,63981.37,YES
Germany,Male,YES,NO,192831.67,YES
France,Male,YES,YES,70849.47,NO
France,Female,YES,NO,27914.95,NO
France,Female,YES,NO,173568.3,YES
Germany,Male,NO,YES,9324.31,YES
Germany,Female,YES,NO,26628.88,YES
France,Female,NO,YES,145601.8,NO
France,Male,YES,NO,144496.07,NO
Spain,Male,YES,YES,11779.98,YES
Germany,Male,NO,NO,83983.39,YES
France,Female,NO,YES,123318.37,NO
Germany,Female,YES,YES,65481.86,NO
France,Male,YES,NO,47728.0,NO
Spain,Male,NO,YES,59195.05,NO
France,Male,NO,NO,98060.51,NO
Germany,Male,YES,NO,90106.94,NO
Spain,Male,YES,YES,13549.34,NO
France,Female,YES,NO,113436.08,NO
Spain,Female,YES,YES,42442.21,NO
France,Male,YES,NO,68297.61,YES
Spain,Male,NO,NO,80134.65,NO
Germany,Female,YES,YES,96051.1,NO
Spain,Male,NO,YES,80682.35,NO
Germany,Male,NO,YES,111149.98,NO
France,Female,YES,NO,182612.38,NO
Germany,Female,YES,NO,109201.43,NO
Germany,Female,NO,YES,151146.67,NO
Spain,Male,YES,YES,93901.61,NO
France,Male,YES,NO,36342.79,NO
Spain,Female,NO,NO,98302.57,YES
Spain,Male,NO,NO,84972.9,YES
France,Male,YES,YES,108747.12,YES
France,Male,YES,YES,21862.19,NO
France,Male,NO,NO,121551.93,NO
France,Female,YES,NO,177065.24,YES
Germany,Female,YES,YES,140460.01,NO
Germany,Male,YES,YES,35337.31,NO
France,Female,YES,YES,193502.93,NO
Germany,Male,YES,YES,32174.03,NO
France,Male,NO,YES,5811.9,YES
France,Female,NO,YES,149593.61,NO
Germany,Male,NO,YES,37439.9,YES
France,Female,YES,YES,142763.51,YES
Spain,Male,NO,NO,45038.74,NO
France,Male,NO,NO,172097.4,NO
Germany,Female,YES,YES,180344.69,YES
France,Male,YES,YES,37392.56,NO
Spain,Female,YES,YES,36864.05,NO
France,Female,NO,NO,132418.59,NO
France,Female,NO,NO,60894.26,NO
Germany,Male,YES,YES,143913.33,NO
France,Female,YES,YES,172240.27,NO
France,Female,YES,NO,86619.77,NO
France,Female,YES,NO,164074.89,NO
Spain,Female,YES,YES,69039.43,NO
France,Male,YES,YES,132468.76,YES
France,Female,NO,YES,65316.5,NO
Germany,Female,NO,YES,57164.19,NO
Spain,Female,YES,YES,34397.08,NO
Spain,Female,YES,YES,177431.59,YES
France,Female,YES,NO,142009.46,YES
France,Female,YES,YES,80618.47,NO
France,Female,YES,YES,124218.27,NO
France,Male,YES,NO,85286.3,NO
France,Male,NO,NO,40889.14,NO
France,Female,YES,YES,107236.87,NO
Spain,Male,YES,YES,168085.97,NO
Germany,Female,NO,YES,146663.43,YES
France,Female,YES,NO,4791.8,NO
France,Male,YES,YES,120819.58,NO
Spain,Male,YES,NO,114539.67,YES
France,Female,YES,YES,154000.99,NO
France,Female,YES,NO,137980.58,YES
France,Male,NO,NO,83343.73,NO
Spain,Male,YES,YES,82195.15,NO
Spain,Female,YES,NO,149550.95,NO
France,Male,YES,YES,197688.5,NO
France,Male,NO,YES,72929.96,NO
France,Male,YES,NO,171045.35,YES
France,Male,NO,YES,27731.05,NO
France,Female,YES,YES,126131.9,NO
Spain,Female,YES,YES,103931.49,NO
Germany,Male,YES,NO,147635.33,YES
France,Male,NO,NO,61961.57,NO
Germany,Male,NO,YES,125435.47,YES
France,Male,NO,YES,42240.54,NO
France,Male,NO,NO,57942.88,NO
France,Male,YES,YES,153419.62,NO
Spain,Female,YES,NO,189727.12,NO
France,Female,NO,NO,165385.55,NO
Spain,Male,YES,NO,19687.99,NO
France,Female,YES,NO,39473.63,YES
France,Male,YES,YES,144723.38,NO
Germany,Female,YES,YES,194895.57,YES
Germany,Male,YES,YES,77271.91,NO
Germany,Female,YES,NO,105096.82,YES
France,Female,NO,YES,176780.39,NO
France,Male,YES,NO,153786.46,YES
Spain,Male,YES,NO,43612.06,NO
France,Male,NO,YES,79479.74,NO
Germany,Female,YES,NO,92320.37,YES
Germany,Male,NO,NO,193201.86,NO
France,Male,NO,NO,126353.13,YES
Spain,Male,YES,YES,135008.92,NO
France,Male,NO,YES,17135.6,NO
Germany,Male,YES,NO,60651.77,NO
Germany,Male,NO,YES,188343.05,NO
France,Male,YES,NO,23291.83,NO
Spain,Male,YES,NO,64443.75,NO
France,Male,YES,YES,287.99,NO
France,Female,NO,YES,137961.41,NO
France,Male,YES,NO,72169.95,YES
France,Male,NO,NO,39608.58,NO
France,Male,NO,YES,175458.21,NO
Germany,Female,YES,YES,89524.83,NO
Spain,Male,YES,YES,13221.25,NO
Spain,Female,YES,NO,102889.34,NO
France,Female,NO,NO,166468.21,YES
Germany,Male,YES,NO,27149.27,NO
Spain,Male,YES,YES,59601.15,NO
Germany,Female,NO,YES,22026.18,NO
Spain,Male,YES,NO,153059.62,NO
Germany,Female,NO,YES,167313.07,NO
France,Female,YES,NO,12833.96,NO
France,Male,YES,YES,197582.79,NO
France,Male,NO,NO,4033.39,YES
France,Male,NO,YES,125877.22,NO
Spain,Male,YES,YES,176913.42,NO
France,Male,YES,NO,105476.65,NO
Spain,Male,YES,NO,59172.42,NO
Germany,Female,YES,YES,108731.02,YES
France,Female,YES,YES,175310.38,NO
France,Female,YES,YES,38170.04,NO
France,Male,YES,YES,105887.04,NO
Spain,Male,YES,YES,95625.03,NO
Spain,Male,NO,NO,9541.15,NO
France,Male,NO,NO,148516.79,NO
France,Female,YES,NO,113907.8,NO
Spain,Male,YES,NO,164647.72,YES
France,Female,YES,NO,98621.04,YES
France,Male,YES,YES,37479.97,NO
France,Female,YES,YES,15846.42,NO
Spain,Male,NO,YES,5104.08,YES
France,Female,YES,NO,61937.6,NO
Spain,Female,YES,YES,170008.74,NO
Spain,Female,YES,NO,165000.68,NO
Germany,Female,YES,YES,76197.05,NO
Germany,Male,NO,NO,118045.98,NO
Spain,Male,YES,YES,157360.9,NO
Germany,Female,NO,YES,196226.38,NO
Germany,Male,NO,YES,44384.57,YES
France,Female,YES,YES,72993.65,NO
Germany,Male,NO,NO,124571.09,NO
Germany,Male,YES,NO,43640.16,NO
Germany,Male,NO,NO,31121.42,NO
Spain,Male,YES,NO,22372.78,NO
France,Male,YES,YES,170338.35,NO
Germany,Female,NO,NO,158845.49,YES
Spain,Male,YES,NO,67926.18,NO
France,Female,YES,YES,194783.12,NO
Spain,Female,YES,NO,176036.01,NO
France,Female,YES,YES,198826.03,YES
Germany,Male,YES,YES,168683.57,NO
Spain,Male,NO,NO,6936.27,NO
France,Female,NO,YES,179230.23,NO
France,Female,YES,NO,103421.91,NO
Germany,Female,YES,YES,147578.26,NO
Germany,Male,YES,YES,130504.49,NO
Spain,Male,YES,YES,16149.13,NO
France,Male,NO,NO,118862.08,YES
France,Male,YES,NO,143397.14,YES
France,Male,YES,NO,137959.0,NO
France,Female,YES,NO,93702.96,YES
France,Female,NO,NO,172939.3,YES
France,Male,YES,YES,108162.13,NO
France,Male,NO,YES,35896.09,NO
Spain,Male,YES,YES,104852.6,NO
France,Female,NO,YES,188850.89,NO
France,Female,YES,NO,28615.8,NO
Germany,Female,YES,NO,172001.44,NO
France,Female,YES,YES,60116.57,NO
France,Female,YES,YES,170528.63,NO
Spain,Male,NO,NO,189683.7,NO
France,Female,NO,NO,49734.94,NO
Germany,Male,YES,YES,121529.59,YES
France,Male,YES,NO,71071.47,NO
France,Male,NO,YES,142995.32,NO
France,Female,YES,NO,13054.25,NO
France,Female,YES,NO,89402.54,NO
Spain,Male,NO,YES,111241.37,NO
France,Female,NO,YES,119638.85,NO
France,Male,YES,YES,151581.79,NO
France,Female,YES,NO,73881.68,YES
Germany,Female,YES,NO,176902.83,NO
Germany,Male,NO,YES,7034.94,NO
Spain,Female,YES,NO,122547.58,NO
France,Female,NO,YES,161559.12,NO
France,Female,YES,YES,137510.41,YES
Spain,Female,NO,YES,185366.56,NO
Spain,Female,YES,NO,182224.14,NO
Germany,Male,NO,YES,42581.04,NO
Spain,Male,YES,NO,31921.95,NO
Germany,Female,YES,NO,102460.84,YES
France,Female,NO,NO,109681.29,NO
Germany,Female,YES,YES,106345.05,YES
Spain,Female,YES,YES,102472.9,NO
France,Male,YES,YES,36249.76,NO
France,Male,YES,NO,32996.89,YES
Germany,Male,NO,NO,195123.94,NO
France,Male,NO,YES,57014.43,NO
France,Female,YES,NO,159483.76,YES
Spain,Female,NO,NO,100929.59,NO
France,Female,YES,YES,12513.07,NO
Spain,Male,YES,YES,74900.9,NO
Germany,Male,NO,NO,137111.89,NO
Germany,Female,YES,NO,60212.51,NO
France,Male,YES,YES,187343.4,NO
France,Male,YES,NO,183284.53,NO
Spain,Female,YES,NO,8125.39,NO
Germany,Male,YES,YES,103220.56,NO
Germany,Female,NO,NO,96885.19,NO
Germany,Male,YES,NO,8877.06,NO
France,Female,YES,YES,147530.06,NO
Spain,Female,YES,YES,33389.42,NO
France,Male,YES,NO,45309.24,NO
Spain,Female,YES,YES,35230.61,NO
Spain,Female,YES,YES,59816.41,NO
France,Female,NO,YES,69080.46,NO
France,Male,YES,NO,143450.61,NO
Germany,Male,YES,NO,40774.01,NO
Germany,Female,YES,NO,99377.27,NO
Germany,Male,YES,NO,133617.43,NO
France,Male,NO,YES,101495.0,YES
Germany,Male,NO,YES,119333.95,YES
France,Female,NO,NO,167682.37,NO
France,Male,NO,YES,152884.85,NO
Spain,Male,YES,NO,70400.86,NO
Germany,Female,YES,NO,65413.41,NO
Germany,Male,NO,YES,182728.8,NO
France,Male,YES,YES,81442.6,NO
France,Female,NO,NO,144251.38,NO
France,Male,NO,YES,40207.06,NO
Germany,Male,YES,NO,54530.51,YES
France,Male,YES,YES,32683.88,YES
France,Male,YES,YES,104703.96,NO
Germany,Male,NO,YES,26907.43,NO
France,Male,YES,YES,180591.32,NO
France,Female,NO,NO,60905.51,NO
Germany,Female,NO,YES,47777.15,YES
Germany,Female,YES,NO,108222.68,NO
Spain,Male,NO,YES,3554.63,NO
Spain,Female,NO,NO,78616.92,NO
France,Female,NO,NO,100566.81,NO
France,Female,YES,YES,183259.35,NO
France,Male,YES,YES,159131.21,NO
Spain,Female,YES,NO,160976.85,YES
Germany,Female,YES,YES,42933.26,NO
France,Male,YES,NO,91291.2,NO
France,Male,YES,YES,52471.36,NO
Spain,Female,NO,NO,108804.28,NO
France,Male,YES,YES,122449.18,NO
Germany,Male,YES,NO,41682.3,NO
France,Male,YES,YES,148887.69,NO
Spain,Male,YES,YES,137784.25,NO
France,Male,NO,NO,190573.91,YES
Germany,Female,NO,NO,102076.03,NO
Spain,Male,YES,YES,56307.51,NO
France,Female,NO,YES,49775.58,NO
Germany,Female,NO,YES,4395.45,NO
Germany,Female,YES,NO,28461.29,YES
France,Male,YES,YES,28184.7,NO
Spain,Female,YES,YES,3149.1,NO
France,Female,YES,NO,194273.12,NO
Germany,Male,YES,YES,148537.07,NO
France,Female,YES,YES,116378.31,NO
Spain,Female,NO,YES,6761.84,NO
Spain,Male,YES,NO,81995.92,NO
France,Female,YES,YES,14392.68,NO
Germany,Female,YES,NO,468.94,YES
