Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Germany,Female,32,120074.97,YES,YES,162961.79,NO
France,Male,27,130231.8,YES,YES,192427.16,NO
France,Female,31,0.0,YES,NO,92647.94,NO
France,Male,39,109724.38,YES,YES,180022.39,NO
Germany,Female,35,111743.43,YES,YES,183584.14,NO
Germany,Male,35,121309.17,YES,YES,28750.67,NO
France,Male,38,82697.28,YES,NO,74846.67,NO
France,Female,49,44301.43,YES,YES,89729.3,YES
France,Female,31,138317.94,NO,NO,61843.73,NO
Germany,Male,49,120688.61,YES,NO,24770.22,YES
France,Male,27,176913.52,YES,NO,80587.27,NO
Spain,Male,47,89047.14,YES,NO,116286.25,NO
Germany,Male,40,114318.78,YES,NO,129333.69,YES
France,Female,50,0.0,YES,NO,129372.94,NO
Germany,Female,32,94753.55,YES,YES,18149.03,NO
Spain,Female,46,0.0,NO,YES,168369.37,NO
France,Male,35,0.0,NO,YES,67431.28,NO
Germany,Male,32,106520.73,YES,NO,177092.16,NO
Spain,Male,37,134006.39,YES,YES,93736.69,NO
Germany,Female,25,132837.7,YES,NO,131647.31,NO
France,Female,41,120549.29,YES,NO,175722.31,NO
France,Male,20,139432.55,YES,YES,85606.83,NO
Spain,Male,29,80895.44,YES,NO,64945.57,NO
Spain,Male,34,0.0,YES,NO,190347.72,NO
Spain,Female,39,171646.76,NO,YES,100791.36,NO
Spain,Male,42,109121.71,NO,YES,167873.49,NO
France,Female,39,109844.81,YES,NO,25289.23,NO
France,Female,31,140931.82,NO,YES,20388.77,NO
Spain,Male,49,0.0,YES,YES,145089.64,NO
France,Male,32,0.0,YES,YES,179093.26,NO
Germany,Female,41,101543.51,YES,NO,16025.17,YES
Germany,Male,37,102708.77,YES,NO,9087.81,NO
Germany,Female,37,149000.91,YES,YES,21472.42,NO
France,Male,20,83459.86,YES,YES,146752.67,NO
France,Female,40,75893.11,YES,NO,132562.23,NO
Germany,Female,39,167395.6,NO,YES,139537.43,NO
France,Female,61,0.0,YES,YES,133672.61,NO
Germany,Female,52,71283.09,NO,YES,38984.37,NO
France,Female,31,0.0,YES,YES,115217.59,NO
Spain,Male,60,0.0,YES,YES,93844.82,NO
France,Female,38,104016.88,NO,NO,22068.83,YES
France,Female,38,127616.56,YES,NO,123846.07,NO
France,Male,32,154737.88,YES,YES,172638.13,NO
Spain,Male,29,0.0,YES,YES,1591.19,NO
France,Male,35,125476.31,YES,YES,91775.51,NO
France,Female,21,176511.08,YES,YES,153920.22,NO
Spain,Female,47,110783.28,YES,YES,71420.16,NO
France,Male,42,141642.92,YES,NO,172149.76,NO
France,Male,31,0.0,YES,YES,54706.75,NO
Spain,Female,33,0.0,NO,YES,183358.21,NO
Germany,Male,42,75681.52,YES,YES,57098.0,NO
France,Male,54,0.0,YES,NO,156910.46,YES
France,Male,29,0.0,YES,YES,130224.73,NO
France,Male,35,161111.45,NO,NO,13946.66,NO
France,Male,62,0.0,NO,YES,38652.96,NO
France,Female,45,72494.69,NO,YES,140041.78,NO
France,Female,31,133964.3,YES,YES,166187.1,NO
Spain,Male,34,0.0,YES,NO,139919.38,NO
France,Female,27,0.0,YES,NO,28137.03,NO
France,Male,61,157201.48,NO,YES,50368.63,NO
Spain,Female,48,95679.29,NO,NO,94978.1,NO
Germany,Female,29,106230.92,YES,YES,69903.93,YES
France,Female,32,0.0,NO,YES,177607.77,NO
Germany,Female,36,81231.85,YES,NO,196731.08,NO
France,Female,31,81480.27,YES,YES,65234.6,NO
France,Male,33,73059.38,YES,YES,186281.0,NO
France,Male,36,117559.05,YES,YES,111573.3,NO
Germany,Female,74,186445.31,YES,YES,196767.83,NO
Germany,Female,38,137657.71,YES,NO,72985.61,NO
France,Male,36,133889.35,YES,YES,143265.65,NO
Germany,Female,45,134562.8,YES,YES,159268.67,NO
Germany,Female,56,100781.75,YES,YES,54448.41,NO
France,Male,30,174356.13,NO,NO,31928.5,NO
Germany,Male,27,190125.43,NO,NO,21793.59,NO
France,Male,26,146266.0,YES,NO,21903.62,YES
Germany,Male,41,164046.1,YES,NO,49405.93,NO
Spain,Female,43,123536.52,NO,NO,154908.52,NO
France,Male,36,0.0,YES,YES,182867.84,NO
Spain,Female,38,171848.38,NO,NO,16957.45,NO
France,Male,40,0.0,NO,NO,93717.55,NO
France,Female,39,139562.05,YES,NO,61636.22,NO
France,Male,37,0.0,NO,YES,95864.5,NO
France,Male,40,168001.34,YES,YES,167400.29,NO
France,Male,27,0.0,NO,YES,131534.96,NO
Germany,Male,83,123356.63,NO,YES,92934.41,NO
Spain,Male,47,0.0,YES,YES,119808.64,NO
Germany,Male,50,125845.66,YES,NO,9439.31,YES
Germany,Male,40,45408.85,YES,NO,18732.91,NO
Germany,Female,37,125977.81,NO,NO,160162.42,NO
Germany,Female,51,147262.11,YES,YES,53630.9,YES
France,Male,42,133767.19,YES,NO,36405.21,NO
Germany,Male,49,108806.96,YES,NO,61446.92,YES
France,Male,42,106036.52,YES,NO,194686.78,YES
Spain,Female,69,0.0,NO,YES,134483.07,NO
France,Female,27,0.0,YES,YES,37769.98,NO
France,Male,31,0.0,YES,YES,2382.61,NO
Spain,Male,61,82182.1,YES,NO,106826.92,YES
France,Female,35,0.0,YES,NO,39511.61,NO
France,Male,50,76817.0,YES,NO,196371.13,YES
Germany,Male,71,142550.25,YES,YES,122506.78,NO
Spain,Female,41,0.0,YES,YES,61994.2,NO
Germany,Male,35,103711.56,NO,YES,192464.21,YES
Spain,Female,40,0.0,YES,YES,5194.95,NO
Germany,Female,35,128369.75,YES,NO,198256.15,NO
Spain,Male,35,0.0,YES,YES,62634.94,NO
France,Male,34,0.0,YES,YES,114006.35,NO
Germany,Male,19,166133.28,YES,YES,107994.99,NO
Germany,Female,62,148214.36,YES,NO,48571.14,YES
France,Female,78,121206.96,YES,YES,76016.49,NO
Spain,Male,25,0.0,YES,YES,180808.39,NO
Germany,Male,50,127552.85,YES,NO,4225.11,NO
France,Male,49,159458.53,YES,NO,135841.35,NO
Germany,Female,47,102085.72,YES,YES,183536.24,YES
Germany,Male,58,142537.18,YES,YES,88791.83,NO
Spain,Male,29,182781.74,YES,YES,63732.9,NO
France,Male,45,0.0,YES,NO,1364.54,NO
France,Male,29,0.0,YES,YES,149184.15,NO
France,Female,28,0.0,YES,NO,53394.12,NO
Germany,Female,43,152063.59,YES,NO,97910.06,NO
France,Female,28,110997.76,YES,NO,101433.76,NO
France,Male,50,148942.0,YES,YES,116944.3,NO
France,Male,41,0.0,YES,YES,113267.48,NO
Spain,Female,36,84438.57,YES,YES,181449.51,NO
France,Female,34,93920.47,NO,NO,179913.98,NO
France,Male,43,158713.08,NO,NO,98586.14,NO
Spain,Male,42,0.0,NO,YES,120321.09,NO
Germany,Male,63,123204.88,YES,YES,100538.8,NO
France,Male,40,72945.29,YES,NO,98931.5,NO
Spain,Male,37,178742.71,YES,YES,194493.57,NO
France,Male,43,0.0,YES,YES,143628.31,NO
Spain,Female,40,0.0,YES,NO,167030.51,NO
France,Male,42,0.0,YES,NO,77786.37,YES
France,Female,46,0.0,YES,YES,81014.5,YES
France,Female,29,0.0,YES,YES,41866.26,NO
Germany,Male,43,140121.17,YES,NO,11302.7,YES
Germany,Male,39,132906.88,NO,YES,149384.43,NO
Germany,Male,45,179334.83,YES,YES,169303.65,NO
France,Male,35,137179.39,YES,YES,37264.11,NO
Spain,Male,35,0.0,YES,YES,19515.48,NO
France,Female,49,119960.29,YES,NO,103068.22,NO
France,Male,29,127414.55,YES,YES,134459.12,NO
France,Female,36,0.0,YES,NO,70496.66,NO
France,Female,40,137409.19,YES,NO,175877.7,YES
France,Male,28,0.0,YES,NO,106390.01,NO
Spain,Female,39,0.0,YES,YES,52138.49,NO
France,Male,43,0.0,NO,NO,18522.91,YES
France,Male,31,112494.99,YES,YES,32231.6,NO
France,Male,30,78133.15,NO,YES,174225.88,NO
Spain,Female,36,0.0,YES,NO,102021.39,NO
Spain,Female,32,145553.07,YES,YES,31484.76,NO
Germany,Male,48,123593.22,YES,NO,82469.06,YES
France,Female,47,0.0,NO,NO,110900.43,YES
France,Female,26,146286.22,YES,NO,105105.35,NO
Spain,Female,35,111827.27,YES,NO,12674.68,NO
Spain,Female,26,0.0,YES,YES,93255.85,NO
France,Male,70,94416.78,NO,YES,145299.5,NO
Spain,Male,45,91549.78,YES,YES,47139.44,NO
France,Female,38,59568.57,YES,YES,167723.25,NO
France,Female,23,94464.81,NO,YES,185900.88,NO
France,Female,57,0.0,NO,NO,85876.67,YES
Germany,Male,44,95368.14,YES,YES,1787.85,NO
Germany,Female,33,102185.42,YES,NO,23231.93,NO
France,Male,32,144875.71,NO,NO,187740.04,NO
Spain,Male,39,0.0,YES,YES,100060.54,NO
France,Female,32,0.0,YES,YES,80130.54,NO
Germany,Female,37,113291.05,YES,YES,132467.54,NO
Spain,Male,61,0.0,YES,YES,96202.44,NO
Spain,Female,39,0.0,YES,NO,94977.3,NO
Germany,Male,43,111677.88,YES,NO,178827.3,YES
Germany,Female,35,131101.04,YES,YES,192852.67,NO
Germany,Male,52,76101.81,NO,YES,177238.35,NO
Spain,Female,40,0.0,YES,NO,199753.97,NO
France,Female,52,92510.9,NO,YES,66193.61,NO
France,Female,34,0.0,YES,YES,181270.84,NO
France,Male,39,77652.4,YES,YES,25407.59,NO
France,Female,31,98360.03,NO,NO,20973.8,NO
Germany,Female,46,115518.07,NO,NO,76544.9,YES
Germany,Male,69,27288.43,YES,YES,110509.9,NO
France,Female,36,0.0,YES,NO,164247.51,NO
Spain,Female,43,0.0,NO,NO,105149.8,NO
France,Male,36,0.0,YES,YES,55868.97,YES
France,Male,31,131996.66,YES,YES,178747.43,NO
Spain,Female,27,121580.42,NO,YES,134720.51,NO
France,Male,55,132436.34,YES,NO,978.66,NO
Spain,Male,34,0.0,NO,YES,183387.12,NO
Germany,Female,46,107978.4,YES,NO,155876.06,NO
Germany,Female,40,78119.59,YES,NO,119259.34,YES
France,Male,26,98684.15,NO,NO,133720.57,NO
France,Female,44,0.0,YES,NO,170634.49,NO
Spain,Female,53,0.0,YES,NO,125692.07,YES
Germany,Female,43,129264.05,NO,NO,19150.14,NO
Germany,Male,37,131753.41,YES,NO,86894.67,NO
Spain,Female,33,0.0,YES,NO,57975.8,NO
Spain,Female,27,0.0,YES,YES,82938.99,NO
Germany,Male,26,57422.62,YES,YES,79189.4,NO
France,Female,28,0.0,NO,YES,5177.62,NO
France,Male,34,144094.2,YES,NO,44510.26,NO
France,Male,33,147510.34,YES,NO,190611.92,NO
Spain,Female,28,161592.76,YES,NO,177834.79,NO
France,Female,40,0.0,YES,YES,119446.64,NO
Spain,Female,72,0.0,YES,YES,50267.69,NO
Spain,Female,53,75225.53,NO,NO,144849.1,YES
Spain,Female,39,0.0,NO,NO,81901.6,NO
France,Female,70,87542.89,YES,YES,42576.86,NO
France,Female,32,144581.96,YES,YES,87609.5,NO
France,Male,33,122568.05,YES,YES,82820.85,NO
Spain,Female,24,172231.93,NO,YES,155144.12,NO
Germany,Female,28,171932.26,YES,YES,9578.24,NO
France,Male,39,0.0,YES,YES,170392.59,NO
Spain,Female,34,0.0,NO,NO,3946.29,NO
Germany,Male,38,111798.06,YES,YES,102184.66,NO
France,Male,38,0.0,YES,NO,75609.84,NO
France,Female,27,79336.61,YES,YES,26170.08,NO
Germany,Male,63,120916.52,NO,NO,144727.45,YES
France,Female,31,142905.51,YES,YES,58134.97,NO
Spain,Male,27,0.0,NO,NO,94620.0,YES
France,Female,33,96834.78,YES,NO,108764.69,NO
France,Male,37,105261.76,YES,YES,149503.54,NO
Germany,Male,54,123544.0,YES,YES,120314.75,YES
Germany,Male,41,127913.71,YES,YES,44205.95,NO
Spain,Female,28,95328.6,YES,NO,6129.61,YES
France,Male,30,73218.89,NO,YES,126796.69,NO
France,Female,41,0.0,NO,YES,27509.52,YES
Germany,Male,35,149995.72,YES,NO,42143.55,NO
Germany,Male,28,123674.28,YES,YES,87985.2,NO
Germany,Male,33,124125.26,YES,NO,81884.8,NO
Spain,Male,29,159035.45,YES,NO,2705.31,YES
France,Male,27,0.0,YES,NO,30546.4,NO
France,Male,27,156811.74,YES,YES,149402.59,NO
France,Male,52,0.0,YES,YES,118429.02,NO
Spain,Female,55,0.0,YES,YES,58442.25,NO
France,Male,39,150555.83,YES,NO,30414.17,NO
France,Male,28,109137.12,YES,YES,58814.41,NO
France,Male,36,158351.02,YES,NO,155304.53,NO
France,Female,47,0.0,YES,NO,187943.6,NO
Spain,Male,35,0.0,YES,YES,43036.6,NO
France,Male,40,0.0,NO,YES,26543.28,NO
Spain,Female,46,0.0,YES,NO,171928.04,NO
France,Male,24,0.0,NO,YES,35611.35,NO
France,Male,39,0.0,YES,NO,19047.23,NO
France,Female,56,0.0,YES,YES,39820.13,NO
France,Male,52,0.0,YES,NO,129013.59,YES
Spain,Male,36,82729.49,YES,NO,113810.12,NO
Germany,Female,45,142765.24,YES,NO,34749.65,NO
France,Female,25,121172.97,YES,YES,56268.98,NO
Germany,Female,28,132932.14,YES,YES,46630.47,NO
France,Male,22,123374.46,YES,YES,124906.59,NO
Germany,Female,74,161371.5,YES,YES,134869.93,NO
Spain,Male,45,0.0,NO,NO,36697.48,YES
France,Male,51,79563.36,YES,YES,172200.91,NO
France,Male,46,0.0,YES,NO,137136.46,NO
Germany,Female,48,138232.24,YES,NO,57594.78,NO
France,Female,41,0.0,NO,NO,36548.0,YES
Germany,Female,53,81571.05,YES,NO,182960.46,YES
Spain,Male,35,0.0,NO,NO,42117.9,NO
France,Female,33,95927.04,YES,NO,199478.05,NO
Spain,Male,35,116932.59,YES,NO,91092.84,NO
France,Male,40,0.0,YES,NO,14090.4,YES
France,Female,36,79551.12,NO,YES,178267.07,NO
Germany,Male,30,116416.94,NO,YES,85808.22,NO
Spain,Male,37,88141.1,YES,NO,109659.12,NO
France,Male,32,177729.13,YES,YES,161642.08,NO
Spain,Female,32,0.0,YES,YES,3830.59,NO
Spain,Male,32,123912.78,YES,YES,146636.44,NO
France,Female,33,0.0,YES,YES,144413.92,YES
France,Male,80,0.0,YES,YES,65801.44,NO
France,Female,35,108306.44,YES,YES,192486.24,NO
Germany,Female,48,102962.62,YES,NO,120852.85,YES
France,Female,36,103502.22,YES,YES,146191.82,NO
Germany,Male,43,119654.44,NO,YES,148412.24,YES
France,Male,33,183768.47,YES,NO,164119.35,NO
France,Male,37,0.0,YES,NO,163457.55,NO
France,Female,25,0.0,NO,YES,144978.47,NO
France,Female,52,140900.97,YES,YES,67288.89,NO
Germany,Female,25,94049.92,YES,NO,103269.0,NO
Spain,Female,27,98926.4,YES,YES,106969.98,NO
Germany,Male,18,142872.36,YES,YES,117632.63,NO
Spain,Male,29,46057.96,YES,YES,189777.66,NO
France,Female,48,119769.77,NO,YES,66032.65,NO
France,Female,44,143244.97,YES,NO,98661.27,NO
France,Male,28,79562.98,YES,YES,74687.37,NO
France,Male,69,0.0,NO,YES,149604.18,NO
France,Male,41,0.0,YES,YES,79888.78,NO
Spain,Male,26,96659.64,YES,YES,138775.69,NO
France,Male,29,0.0,YES,NO,154695.57,NO
France,Female,26,165947.99,NO,YES,168834.38,NO
France,Male,33,92676.3,YES,NO,105817.63,NO
France,Male,45,83195.12,YES,YES,48682.1,NO
France,Male,48,129387.94,NO,YES,147955.91,YES
France,Female,28,0.0,YES,YES,56185.98,NO
Spain,Male,38,130233.14,YES,YES,81861.1,NO
France,Female,32,123502.53,YES,YES,69826.8,NO
Germany,Male,37,140894.06,YES,YES,118059.19,NO
Germany,Male,44,163867.86,YES,YES,112333.22,NO
France,Female,27,0.0,YES,NO,14546.76,NO
Germany,Female,18,93816.7,YES,NO,126172.11,NO
Spain,Female,40,0.0,YES,NO,3560.0,NO
France,Male,35,0.0,YES,YES,88878.15,NO
France,Female,32,114668.89,YES,NO,84605.0,NO
Germany,Male,38,146756.68,YES,NO,78268.61,NO
France,Female,46,150213.71,YES,NO,120668.46,YES
Germany,Male,18,111183.53,NO,YES,10063.75,NO
France,Female,40,99816.46,YES,YES,163989.66,YES
France,Male,34,0.0,YES,NO,60584.33,NO
France,Female,41,0.0,YES,YES,94170.84,NO
France,Male,41,0.0,NO,NO,167181.77,NO
France,Female,60,0.0,YES,YES,38914.51,NO
France,Male,29,0.0,YES,YES,91196.67,NO
Germany,Female,45,86714.06,YES,NO,85869.89,YES
Spain,Male,52,0.0,YES,NO,57337.79,NO
Spain,Male,41,132838.07,YES,YES,175347.28,NO
Germany,Female,42,128707.31,YES,NO,63092.65,YES
France,Male,40,0.0,YES,NO,109742.55,NO
France,Male,29,0.0,YES,NO,124489.88,NO
France,Male,29,123192.12,YES,YES,56971.41,YES
Germany,Male,46,115248.11,YES,NO,130752.01,YES
France,Male,38,59360.77,YES,YES,191457.06,NO
Spain,Male,37,0.0,YES,YES,96442.86,NO
France,Female,35,112668.7,NO,YES,122584.29,NO
Germany,Female,37,138503.51,YES,NO,57215.85,NO
Spain,Male,57,0.0,YES,YES,195940.96,NO
France,Male,29,0.0,YES,YES,105448.74,NO
France,Female,34,0.0,YES,YES,37870.29,NO
France,Male,43,0.0,YES,NO,52534.81,NO
Spain,Male,36,157267.95,YES,NO,141533.19,NO
France,Female,40,133871.05,YES,YES,50568.02,NO
Germany,Male,31,141989.27,YES,NO,26116.82,NO
France,Female,41,0.0,YES,YES,152054.33,NO
France,Male,38,0.0,YES,NO,1528.4,NO
France,Female,29,46388.16,YES,NO,127939.26,YES
Germany,Female,72,148666.99,YES,NO,2605.65,YES
Germany,Male,34,115101.5,NO,NO,57841.89,YES
Germany,Male,67,148363.38,YES,YES,186995.17,NO
Spain,Male,46,0.0,YES,NO,5549.11,YES
Spain,Female,39,144102.32,YES,YES,11682.36,NO
France,Male,41,128876.71,YES,YES,106939.34,YES
Germany,Male,36,118448.15,YES,NO,53172.02,NO
France,Male,39,0.0,YES,YES,114388.98,NO
France,Male,28,0.0,NO,YES,2151.17,NO
Spain,Male,42,0.0,NO,YES,183492.9,NO
France,Female,38,135979.01,YES,YES,76582.95,YES
France,Male,37,117271.8,YES,NO,104217.96,YES
France,Male,29,0.0,YES,NO,8982.75,NO
France,Male,33,0.0,NO,NO,9984.4,NO
Spain,Female,30,0.0,YES,NO,19500.1,NO
France,Male,35,129205.49,YES,YES,79146.36,NO
Spain,Female,41,0.0,YES,NO,191694.77,YES
Spain,Male,18,0.0,NO,YES,59645.24,YES
Germany,Male,35,104015.54,YES,YES,55207.88,NO
Spain,Male,37,0.0,YES,NO,166177.3,NO
France,Female,30,0.0,NO,NO,136356.97,NO
Germany,Female,42,103873.39,YES,NO,148611.52,NO
Germany,Female,52,112383.03,YES,NO,85516.37,YES
France,Male,34,117731.79,NO,YES,55120.79,NO
Germany,Male,45,135827.33,YES,YES,131778.58,NO
France,Male,38,114135.17,YES,NO,153269.98,NO
France,Female,28,0.0,YES,YES,164864.67,NO
France,Male,62,118756.62,YES,YES,20367.68,NO
Spain,Male,34,98382.72,YES,NO,39542.0,NO
Germany,Male,41,100520.92,YES,YES,19412.8,YES
Spain,Female,35,79858.13,YES,YES,127977.66,NO
France,Female,20,0.0,NO,YES,20508.85,NO
Germany,Female,76,95052.29,YES,NO,176244.87,NO
Germany,Male,42,177728.55,YES,NO,105013.63,NO
France,Male,71,83116.68,YES,YES,27597.76,NO
Germany,Male,34,111565.91,YES,YES,121073.23,NO
Spain,Male,40,83015.71,YES,NO,101089.76,NO
Germany,Female,28,124511.01,NO,NO,114258.18,NO
France,Female,67,130652.52,NO,YES,22762.23,NO
France,Male,55,0.0,YES,YES,7008.65,NO
France,Male,61,0.0,YES,YES,81299.17,NO
France,Male,37,121854.45,YES,NO,147521.35,NO
France,Male,26,0.0,YES,YES,6177.83,NO
France,Male,35,86893.28,NO,NO,59374.82,NO
Germany,Female,32,79523.13,NO,YES,157648.12,NO
Germany,Female,55,131033.76,NO,YES,75685.59,YES
France,Female,33,89939.62,YES,NO,136540.09,NO
Germany,Female,59,95727.05,NO,NO,97939.4,YES
France,Male,39,0.0,NO,YES,36267.21,NO
France,Male,31,155047.56,YES,YES,186064.34,NO
France,Female,29,0.0,NO,NO,176152.7,NO
France,Male,44,118569.03,NO,NO,82117.2,NO
France,Male,28,0.0,YES,YES,151925.25,NO
Spain,Male,44,0.0,YES,NO,142287.65,NO
France,Female,35,0.0,YES,NO,36557.55,NO
France,Male,40,0.0,NO,YES,129975.34,NO
Spain,Male,37,130461.02,YES,NO,21967.15,NO
France,Male,36,0.0,YES,NO,53477.76,NO
France,Male,33,0.0,NO,NO,178067.33,YES
France,Female,37,0.0,NO,YES,171039.56,NO
Spain,Female,47,0.0,YES,NO,150802.41,YES
Spain,Male,35,61172.04,NO,NO,82951.12,NO
Germany,Female,35,90194.34,YES,NO,57064.57,NO
France,Female,24,95508.2,YES,YES,45755.0,NO
Germany,Male,35,99967.76,YES,YES,176882.08,NO
Spain,Male,37,101470.29,NO,YES,88838.14,NO
Germany,Female,33,70541.06,NO,NO,88592.8,NO
France,Male,31,112211.61,YES,NO,26261.42,NO
France,Female,47,154543.98,YES,NO,29586.73,NO
France,Female,40,111098.85,YES,YES,172321.21,YES
Germany,Female,44,131873.07,YES,YES,158036.72,YES
Spain,Male,27,137275.36,NO,YES,115733.16,NO
Spain,Male,31,153316.14,YES,NO,59927.99,NO
France,Female,22,0.0,YES,YES,44377.65,NO
Spain,Male,44,121250.04,NO,YES,79691.4,NO
France,Male,31,109578.04,YES,YES,51503.51,NO
France,Female,37,53573.18,YES,NO,62830.97,NO
Germany,Female,34,58003.41,YES,NO,90346.1,NO
France,Female,31,113000.66,YES,NO,40467.82,NO
France,Male,27,0.0,YES,NO,51620.94,NO
France,Female,49,0.0,NO,NO,65466.93,YES
Germany,Female,40,139973.65,YES,YES,667.66,YES
France,Female,31,151290.16,YES,YES,172437.12,NO
Germany,Female,50,121498.11,NO,YES,106061.47,YES
Spain,Female,32,103515.39,YES,YES,177622.38,NO
France,Female,35,0.0,YES,NO,191520.5,NO
France,Male,34,0.0,YES,YES,95686.6,NO
Spain,Male,38,106687.76,YES,NO,173776.5,NO
France,Female,41,0.0,YES,YES,113089.43,NO
France,Female,35,0.0,YES,YES,149614.81,NO
France,Female,31,106089.2,NO,NO,99537.68,NO
Spain,Male,71,69608.14,YES,NO,97893.4,YES
France,Male,31,0.0,NO,YES,90.07,NO
Germany,Female,40,96202.32,NO,NO,161154.85,NO
France,Female,38,0.0,YES,YES,332.81,NO
Spain,Male,33,0.0,YES,NO,66285.18,NO
France,Male,33,127818.52,YES,NO,163477.22,NO
France,Female,40,0.0,YES,NO,170332.67,YES
Germany,Male,58,137318.42,YES,YES,126144.96,NO
Spain,Male,34,0.0,NO,NO,53437.1,NO
France,Female,40,55776.39,YES,NO,26920.43,NO
Germany,Male,32,84421.62,NO,YES,52314.71,NO
France,Male,32,83161.65,YES,YES,116885.59,NO
France,Female,39,0.0,YES,YES,126263.97,NO
Germany,Male,42,87807.29,YES,YES,64613.81,NO
France,Female,30,0.0,YES,NO,89216.29,NO
France,Female,39,0.0,NO,NO,83419.15,NO
Spain,Male,39,0.0,YES,YES,123998.52,NO
Germany,Male,40,95293.86,NO,YES,96985.58,NO
Germany,Male,30,92847.59,YES,NO,146154.06,NO
France,Male,30,0.0,YES,YES,18471.86,NO
Spain,Male,35,0.0,YES,NO,95009.6,NO
France,Male,37,0.0,NO,YES,121175.86,NO
Spain,Male,34,0.0,YES,YES,77047.78,NO
France,Male,37,0.0,YES,NO,158049.9,NO
France,Female,32,0.0,YES,NO,147040.25,NO
Germany,Male,78,68345.86,YES,YES,142566.75,NO
Germany,Male,28,76656.4,YES,YES,185483.24,NO
France,Male,62,0.0,NO,NO,155870.82,NO
France,Male,31,0.0,YES,YES,121555.51,NO
Spain,Male,39,60374.98,YES,NO,40223.74,NO
France,Female,34,0.0,YES,YES,75503.6,NO
Germany,Male,33,88046.88,NO,YES,186942.49,YES
Spain,Male,29,0.0,NO,NO,117173.8,NO
France,Male,19,0.0,YES,NO,3453.4,NO
France,Male,36,0.0,YES,NO,48876.84,NO
Spain,Female,63,129968.67,YES,YES,11830.53,NO
Germany,Female,39,157731.6,YES,NO,162820.6,NO
France,Male,32,0.0,NO,YES,36540.63,NO
France,Male,33,89276.48,YES,NO,6959.0,NO
France,Male,45,138825.19,NO,NO,10828.78,NO
France,Male,63,103729.79,YES,YES,80272.06,NO
France,Female,31,75499.24,YES,NO,22184.14,NO
France,Male,68,169445.4,YES,YES,186335.07,NO
France,Female,57,111359.55,YES,NO,105715.01,NO
France,Female,34,142388.61,NO,YES,68393.64,YES
France,Male,42,123311.39,YES,YES,82868.34,NO
Spain,Male,52,115532.52,YES,NO,196257.67,NO
Germany,Female,51,167273.71,NO,NO,93439.75,YES
France,Male,25,77886.53,YES,NO,150319.49,NO
Germany,Male,37,135795.63,NO,YES,46523.6,NO
France,Male,32,97514.07,YES,YES,199138.84,NO
Germany,Male,51,127545.56,NO,NO,79559.02,YES
France,Male,49,106160.37,NO,NO,116893.87,NO
France,Female,23,0.0,YES,NO,153983.99,NO
Spain,Female,36,143680.47,YES,YES,63531.19,NO
Spain,Male,38,124483.53,YES,NO,126253.31,NO
Spain,Female,31,86006.3,YES,YES,73922.95,NO
Germany,Female,43,111094.05,YES,YES,64679.3,NO
France,Male,22,0.0,YES,NO,157072.91,NO
Spain,Male,36,0.0,NO,YES,108377.82,NO
France,Female,30,0.0,YES,NO,88827.31,NO
France,Female,41,115171.71,YES,YES,37674.47,NO
Germany,Female,22,111543.26,NO,NO,106327.85,NO
France,Female,57,137936.94,YES,YES,84475.13,NO
Germany,Female,37,122304.65,NO,NO,33998.7,NO
Germany,Male,41,120586.54,NO,YES,20491.15,NO
France,Male,32,0.0,YES,YES,197827.06,NO
France,Male,40,46520.69,YES,YES,96687.25,NO
Spain,Female,56,105473.74,YES,YES,46044.7,NO
Spain,Female,34,0.0,YES,NO,98949.85,NO
Germany,Male,39,115730.71,YES,YES,185599.34,YES
Spain,Male,30,145396.49,NO,YES,198341.15,NO
Spain,Male,62,131078.42,YES,NO,119348.76,YES
Germany,Female,47,128298.74,NO,NO,149614.17,YES
France,Female,40,165526.71,YES,NO,12328.08,NO
France,Female,38,83714.41,YES,YES,33245.97,NO
France,Female,36,0.0,YES,YES,2243.41,NO
France,Male,32,125540.05,NO,NO,86786.41,NO
France,Male,41,100254.76,YES,YES,12706.67,NO
France,Female,36,0.0,YES,NO,41295.1,YES
Spain,Male,43,138150.57,YES,YES,177357.16,NO
France,Female,45,0.0,NO,YES,190663.89,YES
Germany,Female,43,95984.21,NO,YES,115262.54,YES
France,Male,23,0.0,YES,YES,170099.23,NO
Germany,Male,38,136858.42,NO,YES,189143.94,NO
Germany,Male,29,102609.0,YES,NO,163257.44,NO
Spain,Male,39,0.0,NO,YES,95562.81,NO
France,Male,64,0.0,YES,YES,75272.63,NO
Germany,Male,70,77356.92,YES,YES,20881.96,NO
France,Female,32,110923.15,YES,YES,161845.81,YES
Spain,Male,78,151675.65,NO,YES,49978.67,NO
Spain,Male,22,0.0,YES,NO,107292.91,NO
France,Male,37,0.0,NO,NO,32863.24,YES
France,Female,25,0.0,YES,NO,179608.96,NO
Germany,Female,29,80204.11,YES,NO,70223.22,NO
France,Male,35,0.0,YES,NO,77951.84,NO
France,Male,45,0.0,YES,YES,55043.93,NO
